,index,product_name,price,made_in,standard_soc_ma,algodon,poliamida,elastano,lino,viscosa,poliester,modal,otras,liocel,fibra,acrilico,lana,seda,main_txt,total_composition,1_composition,second_txt,2_composition,OCS,RCS,txt_recycled,cotton_OCS,rec_poliester,rec_cotton,rec_poliamida,rec_acrilico,rec_elastano,certificacion,porcentaje,intertek
578,578,Camiseta Rib,12.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
579,579,Top Crop,9.95,Bangladesh,True,0.48,,0.05,,,,0.47,,,,,,,algodon,3,0.48,modal,0.47,,,,,,,,,,None,,False
580,580,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
581,581,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
582,582,Top Crop,5.95,Turquia,True,,,0.04,,0.96,,,,,,,,,viscosa,2,0.96,elastano,0.04,,,,,,,,,,None,,False
583,583,Camiseta Temporada,17.95,Turquia,True,0.96,,0.04,,,,,,,,,,,algodon,2,0.96,elastano,0.04,,,,,,,,,,None,,False
584,584,Camiseta Oversize,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
585,585,Sudadera,17.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
586,586,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
587,587,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
588,588,Camiseta Temporada,6.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
589,589,Camiseta Temporada,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
590,590,Camiseta Temporada,12.95,Marruecos,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,RCS,poliester ,,0.29,0.56,,,0.06,OCS,,True
591,591,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
592,592,Camiseta Rib,15.95,Marruecos,True,,,,,,,1.0,,,,,,,modal,1,1.0,,,,,,,,,,,,None,,False
593,593,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
594,594,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
595,595,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
596,596,Camiseta Temporada,15.95,Turquia,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,algodon ,,,0.16,,,,OCS,,True
597,597,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
598,598,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
599,599,Sudadera,25.95,Bangladesh,True,0.55,,,,,0.45,,,,,,,,algodon,2,0.55,poliester,0.45,,RCS,poliester ,,0.45,0.1,,,,OCS,,True
600,600,Sudadera,29.95,Marruecos,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,algodon ,,,0.18,,,,OCS,,True
602,602,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
603,603,Camiseta Temporada,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
604,604,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
605,605,Camiseta Temporada,12.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
606,606,Camiseta Rib,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,0.5,,,,,,OCS,0.5,True
607,607,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
608,608,Sudadera,25.95,Bangladesh,True,0.55,,,,,0.45,,,,,,,,algodon,2,0.55,poliester,0.45,,RCS,poliester ,,0.45,,,,,None,,True
609,609,Sudadera,25.95,Turquia,True,0.66,,,,,0.34,,,,,,,,algodon,2,0.66,poliester,0.34,,RCS,algodon ,,,0.25,,,,OCS,,True
610,610,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
611,611,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
612,612,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
613,613,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
614,614,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
615,615,Sudadera,22.95,Turquia,True,0.63,,,,,0.37,,,,,,,,algodon,2,0.63,poliester,0.37,,RCS,algodon ,,,0.25,,,,OCS,,True
616,616,Camiseta Poliamida,9.95,Turquia,True,,0.93,0.07,,,,,,,,,,,poliamida,2,0.93,elastano,0.07,,,poliamida ,,,,0.5,,,RCS,0.5,True
617,617,Camiseta Rib,12.95,Portugal,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
618,618,Camiseta Temporada,19.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
619,619,Camiseta Temporada,19.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
620,620,Camiseta Rib,7.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
621,621,Camiseta Rib,12.95,Marruecos,True,0.42,,0.02,,,0.56,,0.05,,,,,,poliester,4,0.56,algodon,0.42,,RCS,algodon ,,0.56,0.42,,,,OCS,,True
622,622,Camiseta Poliamida,6.95,Marruecos,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,,,,,,,,None,,False
623,623,Top Crop,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
624,624,Sudadera,17.95,Turquia,True,0.74,,,,,0.26,,,,,,,,algodon,2,0.74,poliester,0.26,,RCS,algodon ,,0.26,0.26,,,,OCS,,True
625,625,Camiseta Rib,15.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
626,626,Camiseta Rib,15.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
627,627,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
628,628,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
629,629,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
630,630,Camiseta Temporada,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
631,631,Camiseta Poliamida,12.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.3,,,RCS,0.3,True
632,632,Camiseta Rib,12.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
633,633,Camiseta Poliamida,12.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.3,,,RCS,0.3,True
634,634,Camiseta Heavy Cotton,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
635,635,Camiseta Temporada,12.95,Marruecos,True,0.5,,,,,0.5,,,,,,,,algodon,2,0.5,poliester,0.5,,RCS,poliester ,,0.5,,,,,None,,True
636,636,Camiseta Rib,12.95,Marruecos,True,,,,,,,,,1.0,,,,,liocel,1,1.0,,,,,,,,,,,,None,,False
637,637,Camiseta Rib,12.95,Marruecos,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
638,638,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
640,640,Camiseta Algodon Basica,6.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
641,641,Camiseta Temporada,6.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
642,642,Camiseta Poliamida,9.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
643,643,Camiseta Temporada,9.95,Egipto,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
644,644,Camiseta Temporada,17.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
645,645,Sudadera,17.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
646,646,Camiseta Temporada,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
647,647,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
648,648,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
649,649,Camiseta Temporada,15.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
650,650,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
651,651,Sudadera,29.95,Turquia,True,0.45,,,,,0.55,,,,,,,,poliester,2,0.55,algodon,0.45,,RCS,poliester ,,0.49,,,,,None,,True
652,652,Camiseta Temporada,29.95,Camboya,True,0.4,0.09,,,,0.51,,,,,,,,poliester,3,0.51,algodon,0.4,,RCS,poliamida ,,0.51,0.4,0.09,,,OCS,,True
653,653,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
654,654,Sudadera,25.95,Turquia,True,0.46,,,,,0.54,,,,,,,,poliester,2,0.54,algodon,0.46,,RCS,poliester ,,0.45,,,,,None,,True
655,655,Camiseta Temporada,25.95,Turquia,True,0.4,,,,,0.6,,,,,,,,poliester,2,0.6,algodon,0.4,,RCS,algodon ,,0.2,0.4,,,,OCS,,True
656,656,Sudadera,25.95,Pakistan,True,0.85,,,,,0.15,,,,,,,,algodon,2,0.85,poliester,0.15,,RCS,algodon ,,0.39,0.2,,,,OCS,,True
657,657,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
658,658,Sudadera,22.95,Marruecos,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,,,,,,,,,None,,False
659,659,Camiseta Temporada,19.95,China,True,,0.76,0.24,,,,,,,,,,,poliamida,2,0.76,elastano,0.24,,,poliamida ,,,,0.76,,,RCS,0.76,True
660,660,Camiseta Temporada,17.95,Marruecos,True,0.44,,0.01,,,0.11,0.44,,,,,,,algodon,4,0.44,modal,0.44,,,,,,,,,,None,,False
661,661,Sudadera,17.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
662,662,Sudadera,17.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
663,663,Sudadera,17.95,Turquia,True,0.71,,,,,0.29,,,,,,,,algodon,2,0.71,poliester,0.29,,RCS,poliester ,,0.29,0.26,,,,OCS,,True
664,664,Camiseta Temporada,17.95,Portugal,True,0.7,,,0.3,,,,,,,,,,algodon,2,0.7,lino,0.3,,,,,,,,,,None,,False
665,665,Camiseta Temporada,17.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
666,666,Camiseta Rib,15.95,Marruecos,True,,,,,,0.2,,,0.57,,,0.23,,liocel,3,0.57,lana,0.23,,,,,,,,,,None,,False
667,667,Camiseta Algodon Basica,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
668,668,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
669,669,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
670,670,Camiseta Rib,12.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
671,671,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
673,673,Camiseta Temporada,9.95,Turquia,True,,,0.08,,,,,,,,0.92,,,acrilico,2,0.92,elastano,0.08,,RCS,,,,,,0.27,,None,,True
674,674,Camiseta Temporada,9.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
675,675,Camiseta Temporada,9.95,Egipto,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
676,676,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
677,677,Camiseta Temporada,5.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
678,678,Camiseta Temporada,19.95,Marruecos,True,0.86,,,,,0.14,,,,,,,,algodon,2,0.86,poliester,0.14,,,,,,,,,,None,,False
679,679,Camiseta Algodon Basica,15.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
680,680,Camiseta Temporada,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
681,681,Camiseta Temporada,22.95,Bangladesh,True,0.77,,,,,,,,0.23,,,,,algodon,2,0.77,liocel,0.23,,,,,,,,,,None,,False
682,682,Camiseta Temporada,12.95,Turquia,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
683,683,Camiseta Rib,9.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
684,684,Sudadera,35.95,Marruecos,True,0.82,,,,,0.18,,,,,,,,algodon,2,0.82,poliester,0.18,,RCS,poliester ,,0.58,0.18,,,,OCS,,True
685,685,Camiseta Temporada,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,OCS,,,1.0,,,,,,OCS,1.0,True
686,686,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
687,687,Camiseta Algodon Basica,15.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
688,688,Camiseta Algodon Basica,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
689,689,Camiseta Temporada,12.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
690,690,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
692,692,Camiseta Rib,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
693,693,Camiseta Poliamida,12.95,Bangladesh,True,,0.9,0.1,,,,,,,,,,,poliamida,2,0.9,elastano,0.1,,,poliamida ,,,,0.3,,,RCS,0.3,True
694,694,Sudadera,29.95,Marruecos,True,0.42,,,,,0.58,,,,,,,,poliester,2,0.58,algodon,0.42,,RCS,poliester ,,0.58,,,,,None,,True
695,695,Camiseta Rib,12.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
696,696,Sudadera,19.95,Bangladesh,True,0.6,,,,,0.4,,,,,,,,algodon,2,0.6,poliester,0.4,,RCS,poliester ,,0.4,,,,,None,,True
697,697,Camiseta Rib,19.95,Turquia,True,0.94,,0.06,,,,,,,,,,,algodon,2,0.94,elastano,0.06,,,,,,,,,,None,,False
698,698,Sudadera,29.95,Turquia,True,0.8,,,,,0.2,,,,,,,,algodon,2,0.8,poliester,0.2,,,,,,,,,,None,,False
699,699,Camiseta Temporada,12.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,RCS,algodon ,,,0.25,,,,OCS,,True
700,700,Camiseta Temporada,99.95,Marruecos,True,,,,,0.85,,,,,,,0.15,,viscosa,2,0.85,lana,0.15,,,,,,,,,,None,,False
701,701,Camiseta Temporada,49.95,China,True,,,,,,,,,,,,,1.0,seda,1,1.0,,,,,,,,,,,,None,,False
702,702,Camiseta Temporada,17.95,China,True,,0.88,,,,,,,,0.12,,,,poliamida,2,0.88,fibra,0.12,,,,,,,,,,None,,False
703,703,Camiseta Temporada,19.95,Marruecos,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
704,704,Camiseta Temporada,15.95,Marruecos,True,0.86,,,,,0.14,,,,,,,,algodon,2,0.86,poliester,0.14,,,,,,,,,,None,,False
705,705,Sudadera,22.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
706,706,Camiseta Temporada,17.95,Turquia,True,0.46,,,,,0.54,,,,,,,,poliester,2,0.54,algodon,0.46,,RCS,poliester ,,0.45,,,,,None,,True
707,707,Camiseta Algodon Basica,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
708,708,Camiseta Algodon Basica,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
709,709,Camiseta Temporada,49.95,China,True,,,,,,,,,,,,,1.0,seda,1,1.0,,,,,,,,,,,,None,,False
710,710,Camiseta Poliamida,9.95,Turquia,True,,0.93,0.07,,,,,,,,,,,poliamida,2,0.93,elastano,0.07,,,poliamida ,,,,0.5,,,RCS,0.5,True
711,711,Camiseta Poliamida,6.95,Portugal,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,,,,,,,,None,,False
712,712,Camiseta Temporada,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
713,713,Camiseta Poliamida,8.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
714,714,Camiseta Algodon Basica,7.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
715,715,Sudadera,22.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
716,716,Sudadera,22.95,Pakistan,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
717,717,Camiseta Poliamida,8.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
718,718,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
719,719,Camiseta Temporada,5.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
720,720,Camiseta Rib,7.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
721,721,Camiseta Temporada,8.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,OCS,,,0.95,,,,,,OCS,0.95,True
722,722,Camiseta Oversize,17.95,Portugal,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
723,723,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
725,725,Camiseta Temporada,15.95,Portugal,True,,,,0.3,0.7,,,,,,,,,viscosa,2,0.7,lino,0.3,,,,,,,,,,None,,False
726,726,Camiseta Rib,4.95,Bangladesh,True,0.95,,0.05,,,,,,,,,,,algodon,2,0.95,elastano,0.05,,,,,,,,,,None,,False
727,727,Camiseta Algodon Enzimatico,8.95,Bangladesh,True,1.0,,,,,,,,,,,,,algodon,1,1.0,,,,,,,,,,,,None,,False
728,728,Camiseta Poliamida,8.95,Turquia,True,,0.94,0.06,,,,,,,,,,,poliamida,2,0.94,elastano,0.06,,,poliamida ,,,,0.47,,,RCS,0.47,True
